Building Public ID,Building Type,Building Use,Building Location Region,Building New or Renovation,Building Area in Square Meters,Building Area in Square Feet,Building Storeys,Life Cycle Assessment Year,Life Cycle Assessment Reference Period,Life Cycle Assessment Source Code,Life Cycle Assessment Stages,Life Cycle Assessment Building Scope,Life Cycle Assessment Material Quantity,Embodied Carbon Whole Building Excluding Operational,Embodied Carbon Life Cycle Assessment Area Per Square Meter,Minimum Building Area in Square Meters,Maximum Building Area in Square Meters,Minimum Building Area in Square Feet,Maximum Building Area in Square Feet,Minimum Building Storeys,Maximum Building Storeys
A00,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,357.83,283.83,46452,92903,500001,1000000,7,14
A00,Commercial,Office,Middle East,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,354.88,277.61,9291,18580,100001,200000,7,14
A00,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,368.07,277.15,46452,92903,500001,1000000,1,6
A00,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2016,40,41,AB,SF,Y,312.32,272.6,2324,4645,25001,50000,1,6
A00,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,345.69,270.4,18581,46451,200001,500000,1,6
A00,Commercial,Office,North America,New,Over 92903,Over 1 million,7 to 14,2016,40,41,AB,SF,Y,301.23,254.88,92903,inf,1000000,inf,7,14
A00,Residential,Multi-family,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,325.03,250.26,18581,46451,200001,500000,7,14
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",7 to 14,2016,40,41,AB,SF,Y,297.97,248.17,46452,92903,500001,1000000,7,14
A00,Commercial,Office,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2016,40,41,AB,SF,Y,288.04,246.64,4646,9290,500001,100000,1,6
A00,Commercial,Education,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,270.16,245.4,18581,46451,200001,500000,1,6
A00,Commercial,Parking,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,307.82,244.25,18581,46451,200001,500000,1,6
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",More than 25,2016,40,41,AB,SF,Y,307.1,242.93,46452,92903,500001,1000000,25,inf
A00,Commercial,Other,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,315.59,242.18,9291,18580,100001,200000,1,6
A00,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,317.35,234.87,9291,18580,100001,200000,1,6
A00,Commercial,Education,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,266.05,233.81,9291,18580,100001,200000,1,6
A00,Commercial,Other,North America,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,287.09,225.27,18581,46451,200001,500000,7,14
A00,Commercial,Office,Asia-Pacific,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,281.03,217.14,9291,18580,100001,200000,1,6
A00,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,272.29,215.95,9291,18580,100001,200000,7,14
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2016,40,41,AB,SF,Y,277.24,212.57,18581,46451,200001,500000,1,6
A00,Commercial,Office,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,260.45,212.04,18581,46451,200001,500000,7,14
A00,Commercial,Office,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2016,40,41,AB,SF,Y,228.93,182.17,9291,18580,100001,200000,1,6
A00,Commercial,Office,North America,New,18581 to 46451,"200,001 to 500,000",15 to 25,2016,40,41,AB,SF,Y,225.7,180.02,18581,46451,200001,500000,15,25
A00,Commercial,Other,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2016,40,41,AB,SF,Y,205.02,165.08,9291,18580,100001,200000,7,14
A00,Commercial,Office,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2016,40,41,AB,SF,Y,158.63,129.03,46452,92903,500001,1000000,1,6
A00,Commercial,Office,Asia-Pacific,New,18581 to 46451,"200,001 to 500,000",7 to 14,2016,40,41,AB,SF,Y,159.4,125.47,18581,46451,200001,500000,7,14
A01,Commercial,Public Order and Safety,Europe,New,46452 to 92903,"500,001 to 1 million",1 to 6,2010,,,A,SF,N,37511,793.88,46452,92903,500001,1000000,1,6
A01,Commercial,Education,Europe,New,930 to 2323,"10,001 to 25,000",1 to 6,2010,,,A,SFEI,N,1145,729.61,930,2323,10001,25000,1,6
A01,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",1 to 6,2012,60,,ABC,SFEI,N,7510,700,4646,9290,500001,100000,1,6
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2013,,,A,SF,N,85709.63,672.05,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2015,,,A,SF,N,84976.7,668.33,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,94 to 465,"1,001 to 5,000",7 to 14,2015,60,,ABC,SFEI,N,84243.77,664.6,94,465,1001,5000,7,14
A01,Commercial,Education,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,60,,ABC,SFEI,N,83510.84,660.88,9291,18580,100001,200000,7,14
A01,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",7 to 14,2014,60,,ABC,SFEI,N,82777.9,657.15,4646,9290,500001,100000,7,14
A01,Commercial,Mercantile,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2015,,,A,SFEI,N,82044.97,653.43,9291,18580,100001,200000,7,14
A01,Residential,Other ,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SFEI,N,81312.04,649.71,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2008,,,A,SFEI,N,80579.11,645.98,46452,92903,500001,1000000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2009,,,A,SFEI,N,79846.18,642.26,46452,92903,500001,1000000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",1 to 6,2013,60,,AB,SFEI,N,36654,640.75,18581,46451,200001,500000,1,6
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2009,60,,AB,SFEI,N,79113.25,638.53,18581,46451,200001,500000,7,14
A01,Commercial,Education,Europe,New,930 to 2323,"10,001 to 25,000",7 to 14,2009,,,A,SFEI,N,78380.31,634.81,930,2323,10001,25000,7,14
A01,Commercial,Education,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2009,,,A,SF,N,77647.38,631.08,2324,4645,25001,50000,7,14
A01,Commercial,Public Order and Safety,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2008,,,A,SF,N,76914.45,627.36,46452,92903,500001,1000000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,1990,,,A,SF,N,76181.52,623.64,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2008,,,A,SF,N,75448.59,619.91,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,74715.66,616.19,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,73982.72,612.46,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,73249.79,608.74,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,72516.86,605.01,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,1990,,,A,SF,N,71783.93,601.29,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2009,,,A,SF,N,71051,597.57,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,20825,597,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,70318.06,593.84,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2008,,,A,SF,N,69585.13,590.12,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SF,N,68852.2,586.39,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SF,N,68119.27,582.67,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SF,N,67386.34,578.95,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2009,,,A,SF,N,66653.41,575.22,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SF,N,65920.47,571.5,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2008,,,A,SF,N,65187.54,567.77,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2008,,,A,SF,N,64454.61,564.05,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2008,,,A,SF,N,63721.68,560.32,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,94 to 465,"1,001 to 5,000",7 to 14,2008,60,,ABC,SFEI,N,62988.75,556.6,94,465,1001,5000,7,14
A01,Commercial,Education,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2009,60,,ABC,SFEI,N,62255.82,552.88,9291,18580,100001,200000,7,14
A01,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",7 to 14,2013,60,,ABC,SFEI,N,61522.88,549.15,4646,9290,500001,100000,7,14
A01,Commercial,Mercantile,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2012,,,A,SFEI,N,60789.95,545.43,9291,18580,100001,200000,7,14
A01,Residential,Other ,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SFEI,N,60057.02,541.7,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SFEI,N,59324.09,537.98,46452,92903,500001,1000000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2010,,,A,SF,N,1919,536.48,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SFEI,N,58591.16,534.25,46452,92903,500001,1000000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,60,,AB,SFEI,N,57858.22,530.53,18581,46451,200001,500000,7,14
A01,Commercial,Education,Europe,New,930 to 2323,"10,001 to 25,000",7 to 14,2011,,,A,SFEI,N,57125.29,526.81,930,2323,10001,25000,7,14
A01,Commercial,Education,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,56392.36,523.08,2324,4645,25001,50000,7,14
A01,Commercial,Public Order and Safety,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SF,N,55659.43,519.36,46452,92903,500001,1000000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,54926.5,515.63,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,54193.57,511.91,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,53460.63,508.18,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,52727.7,504.46,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2013,,,A,SF,N,51994.77,500.74,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2007,,,A,SF,N,51261.84,497.01,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2010,,,A,SF,N,1896,496.21,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2007,,,A,SF,N,50528.91,493.29,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2007,,,A,SF,N,49795.98,489.56,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2007,,,A,SF,N,49063.04,485.84,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,48330.11,482.12,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,47597.18,478.39,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,46864.25,474.67,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,46131.32,470.94,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,45398.38,467.22,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,44665.45,463.49,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,43932.52,459.77,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,43199.59,456.05,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,42466.66,452.32,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,94 to 465,"1,001 to 5,000",7 to 14,2011,60,,ABC,SFEI,N,41733.73,448.6,94,465,1001,5000,7,14
A01,Commercial,Education,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2011,60,,ABC,SFEI,N,41000.79,444.87,9291,18580,100001,200000,7,14
A01,Commercial,Office,Europe,New,4646 to 9290,"50,001 to 100,000",7 to 14,2011,60,,ABC,SFEI,N,40267.86,441.15,4646,9290,500001,100000,7,14
A01,Commercial,Mercantile,Europe,New,9291 to 18580,"100,001 to 200,000",7 to 14,2011,,,A,SFEI,N,39534.93,437.42,9291,18580,100001,200000,7,14
A01,Residential,Other ,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SFEI,N,38802,433.7,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SFEI,N,38069.07,429.98,46452,92903,500001,1000000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SFEI,N,37336.14,426.25,46452,92903,500001,1000000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,60,,AB,SFEI,N,36603.2,422.53,18581,46451,200001,500000,7,14
A01,Commercial,Education,Europe,New,930 to 2323,"10,001 to 25,000",7 to 14,2011,,,A,SFEI,N,35870.27,418.8,930,2323,10001,25000,7,14
A01,Commercial,Education,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,35137.34,415.08,2324,4645,25001,50000,7,14
A01,Commercial,Public Order and Safety,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2011,,,A,SF,N,34404.41,411.36,46452,92903,500001,1000000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,33671.48,407.63,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,32938.55,403.91,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,32205.61,400.18,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,31472.68,396.46,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,30739.75,392.73,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,30006.82,389.01,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,29273.89,385.29,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,28540.95,381.56,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,27808.02,377.84,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2011,,,A,SF,N,27075.09,374.11,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Public Assembly,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,26342.16,370.39,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,25609.23,366.66,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,24876.3,362.94,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,24143.36,359.22,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,23410.43,355.49,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2011,,,A,SF,N,22677.5,351.77,18581,46451,200001,500000,7,14
A01,Commercial,Office,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,21944.57,348.04,2324,4645,25001,50000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2011,,,A,SF,N,21211.64,344.32,2324,4645,25001,50000,7,14
A01,Commercial,Education,Europe,New,2324 to 4645,"25,001 to 50,000",1 to 6,2010,,,A,SF,N,1470,341.86,2324,4645,25001,50000,1,6
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,6761,303.39,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,6096,273.55,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,5745,257.8,18581,46451,200001,500000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,5505,247.03,18581,46451,200001,500000,7,14
A01,Residential,Other ,Europe,New,2324 to 4645,"25,001 to 50,000",7 to 14,2010,,,A,SF,N,787,220.02,2324,4645,25001,50000,7,14
A01,Commercial,Mixed,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2010,,,A,SF,N,4672,209.65,18581,46451,200001,500000,7,14
A01,Residential,Other ,Europe,New,94 to 465,"1,001 to 5,000",1 to 6,2012,60,,ABC,SFEI,N,101,200,94,465,1001,5000,1,6
A01,Commercial,Education,Europe,New,9291 to 18580,"100,001 to 200,000",1 to 6,2011,60,,ABC,SFEI,N,,100,9291,18580,100001,200000,1,6
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010,,,A,SF,N,0.07,70,#NAME?,93,#NAME?,1000,25,inf
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010,,,A,SF,N,0.07,70,#NAME?,93,#NAME?,1000,25,inf
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010,,,A,SF,N,0.07,70,#NAME?,93,#NAME?,1000,25,inf
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010,,,A,SF,N,0.05,50,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",More than 25,2010,,,A,SF,N,0.05,50,#NAME?,93,#NAME?,1000,25,inf
A01,Residential,Other ,Europe,Renovation,2324 to 4645,"25,001 to 50,000",7 to 14,2010,,,A,SF,N,163,42.66,2324,4645,25001,50000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010,,,A,SF,N,0.03,30,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010,,,A,SF,N,0.03,30,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,93 or less,"1,000 or less",7 to 14,2010,,,A,SF,N,0.01,10,#NAME?,93,#NAME?,1000,7,14
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",More than 25,2013,,,A,SFEI,N,69959,,46452,92903,500001,1000000,25,inf
A01,Commercial,Office,Europe,New,46452 to 92903,"500,001 to 1 million",7 to 14,2013,,,A,SFEI,N,43461,,46452,92903,500001,1000000,7,14
A01,Residential,Other ,Europe,New,18581 to 46451,"200,001 to 500,000",7 to 14,2013,,,A,SFEI,N,15157,,18581,46451,200001,500000,7,14
A01,Commercial,Mercantile,Europe,New,9291 to 18580,"100,001 to 200,000",1 to 6,2013,,,A,SFEI,N,9229,,9291,18580,100001,200000,1,6
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014,50,14,A,SF,Y,1817.19,2745,466,929,5001,10000,1,6
A02,Commercial,Other,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014,50,14,A,SF,Y,2591.6,2728,930,2323,10001,25000,1,6
A02,Commercial,Mixed,Middle East,New,Over 92903,Over 1 million,More than 25,2013,50,14,A,SF,Y,1464614.4,2661,92903,inf,1000000,inf,25,inf
A02,Commercial,Education,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,50,14,A,SF,Y,10038.34,2156,4646,9290,500001,100000,1,6
A02,Commercial,Health Care,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013,50,14,A,SF,Y,3005.46,2156,930,2323,10001,25000,1,6
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013,50,14,A,SF,Y,1956.5,2066,930,2323,10001,25000,1,6
A02,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2013,50,14,A,SF,Y,1703.31,1929,466,929,5001,10000,1,6
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",7 to 14,2014,50,14,A,SF,Y,29839.7,1874,9291,18580,100001,200000,7,14
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014,50,14,A,SF,Y,51961.89,1829,18581,46451,200001,500000,1,6
A02,Commercial,Public Assembly,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2014,50,14,A,SF,Y,51819.84,1824,18581,46451,200001,500000,1,6
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014,50,14,A,SF,Y,5863.36,1803,2324,4645,25001,50000,1,6
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013,50,14,A,SF,Y,3877.71,1765,930,2323,10001,25000,1,6
A02,Commercial,Other,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014,50,14,A,SF,Y,1389.5,1707,466,929,5001,10000,1,6
A02,Commercial,Other,North America,New,46452 to 92903,"500,001 to 1 million",1 to 6,2014,50,14,A,SF,Y,90802.09,1629,46452,92903,500001,1000000,1,6
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014,50,14,A,SF,Y,1602.4,1604,930,2323,10001,25000,1,6
A02,Commercial,Education,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014,50,14,A,SF,Y,1602.4,1604,930,2323,10001,25000,1,6
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2014,50,14,A,SF,Y,1602.4,1604,930,2323,10001,25000,1,6
A02,Commercial,Public Assembly,North America,New,930 to 2323,"10,001 to 25,000",1 to 6,2013,50,14,A,SF,Y,1589.93,1479,930,2323,10001,25000,1,6
A02,Commercial,Health Care,North America,New,9291 to 18580,"100,001 to 200,000",1 to 6,2015,50,14,A,SF,Y,14378.87,1474,9291,18580,100001,200000,1,6
A02,Commercial,Other,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2013,50,14,A,SF,Y,6585.33,1455,2324,4645,25001,50000,1,6
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2013,50,14,A,SF,Y,11266.57,1417,4646,9290,500001,100000,1,6
A02,Commercial,Other,North America,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014,50,14,A,SF,Y,12850.99,1386,4646,9290,500001,100000,1,6
A02,Commercial,Office,North America,New,2324 to 4645,"25,001 to 50,000",1 to 6,2014,50,14,A,SF,Y,3315.22,1314,2324,4645,25001,50000,1,6
A02,Commercial,Education,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2014,50,14,A,SF,Y,745.34,1294,466,929,5001,10000,1,6
A02,Commercial,Mixed,North America,New,466 to 929,"5,001 to 10,000",1 to 6,2013,50,14,A,SF,Y,813.35,1261,466,929,5001,10000,1,6
A02,Commercial,Other,Middle East,New,4646 to 9290,"50,001 to 100,000",1 to 6,2014,50,14,A,SF,Y,8105.5,1247,4646,9290,500001,100000,1,6
A02,Commercial,Health Care,North America,New,18581 to 46451,"200,001 to 500,000",1 to 6,2013,50,14,A,SF,Y,25946.88,1207,18581,46451,200001,500000,1,6
