Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
10,10,1,DK,BUILD11,BUILD,BUILD,Residential,Multi-family house,New Built,Denmark,,,>2020,As-built measurement,Denmark (BR18),,,1-5000,,,,,,,New Standard,2015,DGNB,,3310000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.27,,-1.0,0.47,2.05,5.8,,,,,,,,,,,,,0.47,2.05,,,,5.77,0.03,-1.0,,0.47,,2.05,,5.8,-2.21,,,,,,,,,,,-1.0,,0.47,,2.05,,5.8,5.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.753320683111,3.79506641366223,487.80487804878,9.75609756097561,,,,,-0.189753320683111,,0.0891840607210626,,,1.10056925996204,-0.189753320683111,,0.0891840607210626,,,1.10056925996204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,11,1,DK,BUILD12,BUILD,BUILD,Residential,Multi-family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,5001-10000,,,,,,,New Advanced,2020,DGNB,,9320000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.61,,6.3,1.17,2.55,1.14,,,,,,,,,,,,,1.17,2.55,,,,0.56,0.58,6.3,,1.17,,2.55,,1.14,-2.09,,,,,,,,,,,6.3,,1.17,,2.55,,1.14,8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.144018583042,2.32288037166085,392.156862745098,7.84313725490196,,,,,0.73170731707317,,0.13588850174216,,,0.132404181184669,0.73170731707317,,0.13588850174216,,,0.132404181184669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,12,1,DK,BUILD13,BUILD,BUILD,Residential,Multi-family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),20174.0,20174.0,20001-25000,,,,,,,New Standard,2015,No certification,,29300000.0,1452.36442946366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.41,,5.21,0.47,2.55,0.73,,,,,,,,,,,,,0.47,2.55,,,,0.37,0.36,5.21,,0.47,,2.55,,0.73,-1.13,,,,,,,,,,,5.21,,0.47,,2.55,,0.73,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.00624024961,3.1201248049922,392.156862745098,7.84313725490196,,,,,0.812792511700468,,0.0733229329173166,,,0.113884555382215,0.812792511700468,,0.0733229329173166,,,0.113884555382215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13,1,DK,BUILD14,BUILD,BUILD,Residential,Multi-family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),2592.0,2592.0,1-5000,,,,,,,New Standard,2015,No certification,,5630000.0,2172.06790123456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.2,,6.73,0.66,2.25,0.81,,,,,,,,,,,,,0.66,2.25,,,,0.66,0.15,6.73,,0.66,,2.25,,0.81,-0.87,,,,,,,,,,,6.73,,0.66,,2.25,,0.81,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.951219512195,2.4390243902439,444.444444444444,8.88888888888889,,,,,0.820731707317073,,0.0804878048780487,,,0.098780487804878,0.820731707317073,,0.0804878048780487,,,0.098780487804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,14,1,DK,BUILD15,BUILD,BUILD,Residential,Multi-family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),2592.0,2592.0,1-5000,,,,,,,New Standard,2015,No certification,,3240000.0,1250.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.85,,7.45,0.66,2.25,0.74,,,,,,,,,,,,,0.66,2.25,,,,0.59,0.15,7.45,,0.66,,2.25,,0.74,-1.92,,,,,,,,,,,7.45,,0.66,,2.25,,0.74,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.994350282485,2.25988700564971,444.444444444444,8.88888888888889,,,,,0.841807909604519,,0.0745762711864406,,,0.0836158192090395,0.841807909604519,,0.0745762711864406,,,0.0836158192090395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,1,DK,BUILD16,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),146.0,146.0,1-5000,,,,,,,New Standard,2015,No certification,,90300.0,618.493150684931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.25,,3.48,0.61,3.6,1.16,,,,,,,,,,,,,0.61,3.6,,,,0.87,0.29,3.48,,0.61,,3.6,,1.16,-0.78,,,,,,,,,,,3.48,,0.61,,3.6,,1.16,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.47619047619,3.8095238095238,277.777777777777,5.55555555555555,,,,,0.662857142857142,,0.116190476190476,,,0.22095238095238,0.662857142857142,,0.116190476190476,,,0.22095238095238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16,1,DK,BUILD17,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),136.0,136.0,1-5000,,,,,,,New Standard,2015,No certification,,210000.0,1544.11764705882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.12,,3.45,0.71,3.09,2.96,,,,,,,,,,,,,0.71,3.09,,,,2.63,0.33,3.45,,0.71,,3.09,,2.96,-1.58,,,,,,,,,,,3.45,,0.71,,3.09,,2.96,7.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.449438202247,2.80898876404494,323.624595469255,6.47249190938511,,,,,0.484550561797752,,0.0997191011235955,,,0.415730337078651,0.484550561797752,,0.0997191011235955,,,0.415730337078651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,17,1,DK,BUILD18,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),163.0,163.0,1-5000,,,,,,,New Standard,2015,No certification,,47700.0,292.638036809816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.27,,2.33,0.77,2.71,3.17,,,,,,,,,,,,,0.77,2.71,,,,3.12,0.05,2.33,,0.77,,2.71,,3.17,-0.69,,,,,,,,,,,2.33,,0.77,,2.71,,3.17,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.489633173843,3.18979266347687,369.0036900369,7.380073800738,,,,,0.371610845295055,,0.122807017543859,,,0.505582137161084,0.371610845295055,,0.122807017543859,,,0.505582137161084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,18,1,DK,BUILD19,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),141.0,141.0,1-5000,,,,,,,New Standard,2015,No certification,,133000.0,943.262411347517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,6.35,,3.27,0.99,3.61,2.09,,,,,,,,,,,,,0.99,3.61,,,,1.54,0.55,3.27,,0.99,,3.61,,2.09,-0.9,,,,,,,,,,,3.27,,0.99,,3.61,,2.09,6.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.480314960629,3.14960629921259,277.008310249307,5.54016620498615,,,,,0.514960629921259,,0.155905511811023,,,0.329133858267716,0.514960629921259,,0.155905511811023,,,0.329133858267716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,19,1,DK,BUILD20,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,1-5000,,,,,,,New Standard,2015,No certification,,35500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEI,ABCD,PMOW,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,5.34,,-4.42,1.1,3.21,8.66,,,,,,,,,,,,,1.1,3.21,,,,8.65,0.01,-4.42,,1.1,,3.21,,8.66,-2.69,,,,,,,,,,,-4.42,,1.1,,3.21,,8.66,5.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.265917602996,3.74531835205992,311.526479750778,6.23052959501557,,,,,-0.827715355805243,,0.205992509363295,,,1.62172284644194,-0.827715355805243,,0.205992509363295,,,1.62172284644194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,20,1,DK,BUILD21,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,1-5000,,,,,,,New Standard,2015,No certification,,204000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEI,ABCD,PMOW,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.37999999999999,,5.27,0.69,3.21,2.42,,,,,,,,,,,,,0.69,3.21,,,,1.91,0.51,5.27,,0.69,,3.21,,2.42,-0.88,,,,,,,,,,,5.27,,0.69,,3.21,,2.42,8.37999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.331742243436,2.38663484486873,311.526479750778,6.23052959501557,,,,,0.628878281622911,,0.0823389021479713,,,0.288782816229116,0.628878281622911,,0.0823389021479713,,,0.288782816229116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21,1,DK,BUILD22,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),181.0,181.0,1-5000,,,,,,,New Standard,2015,No certification,,234000.0,1292.81767955801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,7.46,,3.72,1.26,0.74,2.48,,,,,,,,,,,,,1.26,0.74,,,,1.55,0.93,3.72,,1.26,,0.74,,2.48,-1.36,,,,,,,,,,,3.72,,1.26,,0.74,,2.48,7.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.048257372654,2.68096514745308,1351.35135135135,27.027027027027,,,,,0.498659517426273,,0.168900804289544,,,0.332439678284182,0.498659517426273,,0.168900804289544,,,0.332439678284182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,22,1,DK,BUILD23,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),118.0,118.0,1-5000,,,,,,,New Standard,2015,No certification,,156000.0,1322.03389830508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.58,,4.62,1.08,3.17,2.88,,,,,,,,,,,,,1.08,3.17,,,,2.01,0.87,4.62,,1.08,,3.17,,2.88,-1.32,,,,,,,,,,,4.62,,1.08,,3.17,,2.88,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.550116550116,2.33100233100233,315.457413249211,6.30914826498422,,,,,0.538461538461538,,0.125874125874125,,,0.335664335664335,0.538461538461538,,0.125874125874125,,,0.335664335664335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,23,1,DK,BUILD24,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,1-5000,,,,,,,New Advanced,2020,No certification,,199000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.51,,2.28,1.13,1.61,5.1,,,,,,,,,,,,,1.13,1.61,,,,4.59,0.51,2.28,,1.13,,1.61,,5.1,-1.44,,,,,,,,,,,2.28,,1.13,,1.61,,5.1,8.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.508813160987,2.35017626321974,621.11801242236,12.4223602484472,,,,,0.26792009400705,,0.132784958871915,,,0.599294947121034,0.26792009400705,,0.132784958871915,,,0.599294947121034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,24,1,DK,BUILD25,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),,,1-5000,,,,,,,New Standard,2015,No certification,,243000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMOW,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,separately considered,,8.65,,5.57,0.78,3.03,2.3,,,,,,,,,,,,,0.78,3.03,,,,1.69,0.61,5.57,,0.78,,3.03,,2.3,-1.19,,,,,,,,,,,5.57,,0.78,,3.03,,2.3,8.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.606936416184,2.3121387283237,330.03300330033,6.6006600660066,,,,,0.64393063583815,,0.0901734104046242,,,0.265895953757225,0.64393063583815,,0.0901734104046242,,,0.265895953757225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,25,1,DK,BUILD26,BUILD,BUILD,Residential,Single family house,New Built,Denmark,,,2015-2019,As-built measurement,Denmark (BR18),148.0,148.0,1-5000,,,,,,,New Standard,2020,No certification,,187000.0,1263.51351351351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,LCAbyg,Oekobau.dat,No,GLEIS,ABCD,PMW,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,separately considered,,10.1,,3.69,1.96,,4.45,,,,,,,,,,,,,1.96,,,,,3.9,0.55,3.69,,1.96,,,,4.45,-1.86,,,,,,,,,,,3.69,,1.96,,,,4.45,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.009900990099,1.98019801980198,,,,,,,0.365346534653465,,0.194059405940594,,,0.44059405940594,0.365346534653465,,0.194059405940594,,,0.44059405940594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
