Unnamed: 0,Index,Count,site_country_code,admin_project_code,admin_data_partner,admin_project_contact,bldg_use_type,bldg_use_subtype,bldg_project_status,site_country,bldg_year_permit,bldg_year_complete,bldg_year_complete_interval,bldg_QTO_type,bldg_area_definition,bldg_area_gfa,bldg_area_hfa,bldg_area_interval,bldg_users_total,bldg_floors_ag,bldg_floors_ag_interval,bldg_floors_bg,bldg_struct_type,bldg_roof_type,bldg_energy_class_general,bldg_energy_class_country,bldg_certification,inv_energy_consumption,inv_mat_mass_total,inv_mat_mass_total_m2,inv_mat_mass_total_capita,inv_mat_mass_sum_top_5,inv_mat_mass_ratio,inv_mat_1_type,inv_mat_1_mass,inv_mat_2_type,inv_mat_2_mass,inv_mat_3_type,inv_mat_3_mass,inv_mat_4_type,inv_mat_4_mass,inv_mat_5_type,inv_mat_5_mass,mass_aluminium,mass_bamboo,mass_brass_copper,mass_cement_mortar,mass_ceramics,mass_concrete_reinforced,mass_concrete_wo_reinforcement,mass_earth,mass_EPS_XPS,mass_fungi,mass_glass,mass_metals,mass_plastics,mass_steel_reinforcement,mass_stone,mass_stone_wool,mass_straw_hemp,mass_wood,mass_other,mass_eurostat_metal_materials,mass_eurostat_non-metallic_minerals,mass_eurostat_fossil_energy_materials,mass_eurostat_biomass_based_materials,lca_RSP,lca_software,lca_database,lca_scenarios_decarbonisation,scope_parts,scope_LCS,scope_LCM,scope_parts_1_ground,scope_parts_2_structure,scope_parts_3_secondary,scope_parts_4_finishes,scope_parts_5_mechanical,scope_parts_6_electrical,scope_parts_6+_renewables,scope_parts_7_facilities,scope_parts_8_fittings,scope_LCS_A123,scope_LCS_A4,scope_LCS_A5,scope_LCS_B1,scope_LCS_B2,scope_LCS_B3,scope_LCS_B4,scope_LCS_B5,scope_LCS_B6,scope_LCS_B7,scope_LCS_B8,scope_LCS_C1,scope_LCS_C2,scope_LCS_C3,scope_LCS_C4,scope_LCS_D,scope_handling_D,GHG_sum_em,GHG_sum_em_m2a,GHG_sum_em_capita_a,GHG_A_m2a,GHG_B_em_m2a,GHG_B_op_m2a,GHG_C_m2a,GHG_A_capita_a,GHG_B_em_capita_a,GHG_B_op_capita_a,GHG_C_capita_a,GHG_A1_m2a,GHG_A2_m2a,GHG_A3_m2a,GHG_A4_m2a,GHG_A5_m2a,GHG_B1_m2a,GHG_B2_m2a,GHG_B3_m2a,GHG_B4_m2a,GHG_B6_m2a,GHG_B7_m2a,GHG_C1_m2a,GHG_C2_m2a,GHG_C3_m2a,GHG_C4_m2a,GHG_A123_m2a,GHG_A45_m2a,GHG_B1234_m2a,GHG_B5_m2a,GHG_B67_m2a,GHG_C12_m2a,GHG_C34_m2a,GHG_D_m2a,GHG_A123_m2a_APEN,GHG_A45_m2a_APEN,GHG_B1234_m2a_APEN,GHG_B5_m2a_APEN,GHG_B67_m2a_APEN,GHG_C12_m2a_APEN,GHG_C34_m2a_APEN,GHG_D_m2a_APEN,GHG_sum_em_m2a_APEN,GHG_sum_op_m2a_APEN,GHG_A123_m2a_harm,GHG_A45_m2a_harm,GHG_B1234_m2a_harm,GHG_B5_m2a_harm,GHG_B67_m2a_harm,GHG_C12_m2a_harm,GHG_C34_m2a_harm,GHG_sum_em_m2a_harm,GHG_A123_m2a_harm_LCM,GHG_A45_m2a_harm_LCM,GHG_B1234_m2a_harm_LCM,GHG_B5_m2a_harm_LCM,GHG_C12_m2a_harm_LCM,GHG_C34_m2a_harm_LCM,GHG_P1_sum_m2a,GHG_P1_A123_m2a,GHG_P1_A45_m2a,GHG_P1_B1234_m2a,GHG_P1_B5_m2a,GHG_P1_C12_m2a,GHG_P1_C34_m2a,GHG_P1_D_m2a,GHG_P2_sum_m2a,GHG_P2_A123_m2a,GHG_P2_A45_m2a,GHG_P2_B1234_m2a,GHG_P2_B5_m2a,GHG_P2_C12_m2a,GHG_P2_C34_m2a,GHG_P2_D_m2a,GHG_P34_sum_m2a,GHG_P34_A123_m2a,GHG_P34_A45_m2a,GHG_P34_B1234_m2a,GHG_P34_B5_m2a,GHG_P34_C12_m2a,GHG_P34_C34_m2a,GHG_P34_D_m2a,GHG_P4_sum_m2a,GHG_P4_A123_m2a,GHG_P4_A45_m2a,GHG_P4_B1234_m2a,GHG_P4_B5_m2a,GHG_P4_C12_m2a,GHG_P4_C34_m2a,GHG_P4_D_m2a,GHG_P56_sum_m2a,GHG_P56_A123_m2a,GHG_P56_A45_m2a,GHG_P56_B1234_m2a,GHG_P56_B5_m2a,GHG_P56_C12_m2a,GHG_P56_C34_m2a,GHG_P56_D_m2a,GHG_P78_sum_m2a,GHG_P78_A123_m2a,GHG_P78_A45_m2a,GHG_P78_B1234_m2a,GHG_P78_B5_m2a,GHG_P78_C12_m2a,GHG_P78_C34_m2a,GHG_P78_D_m2a,GHG_sum_em_m2pertonGHG_a,GHG_sum_em_m2pertonGHG,GHG_sum_op_m2pertonGHG_a,GHG_sum_op_m2pertonGHG,GHG_sum_em_cappertonGHG_a,GHG_sum_em_cappertonGHG,GHG_sum_op_cappertonGHG_a,GHG_sum_op_cappertonGHG,ratio_A123_LCM,ratio_A45_LCM,ratio_B1234_LCM,ratio_B5_LCM,ratio_C12_LCM,ratio_C34_LCM,ratio_A123_parts,ratio_A45_parts,ratio_B1234_parts,ratio_B5_parts,ratio_C12_parts,ratio_C34_parts,mass_Eurostat_Metals,mass_Eurostat_CCA,mass_Eurostat_Non-CCA-minerals,mass_Eurostat_Bio-based,mass_Eurostat_Other-materials,mass_total_mats,mass_total_eurostat,mi_aluminium,mi_bamboo,mi_brass_copper,mi_cement_mortar,mi_ceramics,mi_concrete_reinforced,mi_concrete_wo_reinforcement,mi_earth,mi_EPS_XPS,mi_fungi,mi_glass,mi_metals,mi_plastics,mi_steel_reinforcement,mi_stone,mi_stone_wool,mi_straw_hemp,mi_wood,mi_other,mi_eurostat_metal_materials,mi_eurostat_non-metallic_minerals,mi_eurostat_fossil_energy_materials,mi_eurostat_biomass_based_materials,mi_Eurostat_Metals,mi_Eurostat_CCA,mi_Eurostat_Non-CCA-minerals,mi_Eurostat_Bio-based,mi_Eurostat_Other-materials,source_code,meta_source,meta_authors,meta_year,meta_title,meta_journal,meta_DOI_URL,site_region_local,site_climate_zone,site_seismic_hazard,site_region_world,bldg_project_type,bldg_area_value,bldg_area_specification,bldg_height,bldg_volume_gbv,bldg_area_envelope,bldg_area_windows,bldg_area_walls_ext,bldg_footprint,bldg_orientation,bldg_attached_faces,bldg_ratio_window_to_wall,bldg_shape_factor,bldg_ratio_window_to_floor,bldg_ratio_wall_ext_to_floor,bldg_wall_internal_type,bldg_wall_internal_area,bldg_construction_method,bldg_wall_ext_uvalue,bldg_roof_uvalue,bldg_inertia,bldg_energy_provision,bldg_energy_sources,bldg_energy_distribution,bldg_bipv_description,inv_energy_consumption_description,lca_goal_scope,lca_reference_unit,lca_functional_unit,lca_database_version,lca_database_other,lca_lcia_method,lca_model_type,inv_energy_consumption_type,scope_LCS_B6_heating,scope_LCS_B6_ventilation,scope_LCS_B6_cooling,scope_LCS_B6_DHW,scope_LCS_B6_lighting,scope_LCS_B6_appliances,lca_indicators_other,CED_EE_m2a,CED_OE_m2a,CED_A1-3_m2a,CED_A4-5_m2a,CED_B1-4_m2a,CED_B5_m2a,CED_B6-7_m2a,CED_C1-2_m2a,CED_C3-4_m2a,CED_D_m2a,CED_EE_share,CED_OE_share,GHG_EC_share,GHG_OC_share,CED_EE_m2a_APEN,CED_OE_m2a_APEN,CED_A1-3_m2a_APEN,CED_A4-5_m2a_APEN,CED_B1-4_m2a_APEN,CED_B5_m2a_APEN,CED_B6-7_m2a_APEN,CED_C1-2_m2a_APEN,CED_C3-4_m2a_APEN,CED_D_m2a_APEN
1172,1176,1,FR,CSTB386,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,1917.0,,1-5000,47.0,5.0,1-6,1.0,frame concrete,Flat roof,New Standard,2,,53.7,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,1510600.99,15.7600520605112,642.808931914893,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.5445,,,,,,,,,,,,,,,,,,12.5444999999999,,,15.7600520605112,10.7405477572667,2.37974213014468,2.05125422184984,,0.802272854035376,0.25574935722535,1.29786249347939,,,,,,,,5.9534664580073,,,,,,,,2.52410432968179,,,,,,,,1.63877318727177,,,,,,,,2.55962608242044,,,,,,,,0.639906520605112,,,,,,,,63.4515670481587,1.26903134096317,79.7162102913627,1.59432420582725,1.5556722228813,0.031113444457626,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,1177,1,FR,CSTB387,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,90.0,,1-5000,3.0,2.0,1-6,0.0,frame wood,Gable or saddle roof,,2,,,,,,,,"Timber, wood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,68577.39,15.23942,457.1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.23942,10.3857346203294,2.30112753902876,1.98349120253661,,0.775769834407971,0.247300697645076,1.1856,,,,,,,,5.70578,,,,,,,,2.11035777777777,,,,,,,,1.56446888888888,,,,,,,,3.87414888888888,,,,,,,,0.58,,,,,,,,65.6192952225215,1.31238590445043,,,2.18730984075071,0.0437461968150143,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,1178,1,FR,CSTB388,CSTB,CSTB,Non-residential,Office,New Built,France,,,2015-2019,,France,5140.0,,5001-10000,400.0,,,0.0,frame steel,Flat roof,New Standard,3,,23.3,,,,,,"Metals (iron, steel)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,4685726.33,18.2323981712062,234.2863165,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6331,,,,,,,,,,,,,,,,,,1.6331,,,18.2323981712062,12.4254629702658,2.75306235632986,2.37304315871156,,0.928128794280678,0.295869841994125,0.751949416342412,,,,,,,,3.0256393774319,,,,,,,,1.44136447470817,,,,,,,,3.10213011673151,,,,,,,,7.724986692607,,,,,,,,0.18,,,,,,,,54.8474199943298,1.09694839988659,612.332374012614,12.2466474802522,4.268281711621,0.08536563423242,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,1179,1,FR,CSTB389,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,364.0,,1-5000,13.0,2.0,1-6,0.0,massive brick,Other,,2,,,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,234392.24,12.8786945054945,360.603446153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.8786945054945,8.77688936917292,1.94466184364837,1.67623027987974,,0.655595994067905,0.208991558469194,1.24325879120879,,,,,,,,2.83132692307692,,,,,,,,1.54184945054945,,,,,,,,3.06231263736263,,,,,,,,2.56,,,,,,,,0.64,,,,,,,,77.6476217813354,1.5529524356267,,,2.7731293493334,0.0554625869866681,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,1180,1,FR,CSTB390,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,210.0,,1-5000,8.0,2.0,1-6,0.0,massive concrete,Gable or saddle roof,New Standard,2,,25.2,,,,,,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,151662.29,14.4440276190476,379.155725,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8871,,,,,,,,,,,,,,,,,,1.8871,,,14.4440276190476,9.84367106491834,2.18102458811966,1.87996667271961,,0.735280011589203,0.234393310703112,0.763428571428571,,,,,,,,6.33786571428571,,,,,,,,1.25469333333333,,,,,,,,0.508598095238095,,,,,,,,4.87871904761904,,,,,,,,0.58,,,,,,,,69.2327670906195,1.38465534181239,529.913624079275,10.5982724815855,2.63743874630931,0.0527487749261863,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,1181,1,FR,CSTB391,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,1920.0,,1-5000,75.0,4.0,1-6,1.0,frame concrete,Other,New Standard,2,,42.3,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8233,,,,,,,,,,,,,,,,,,9.8233,,,,,,,,,,0.8011271875,,,,,,,,5.85296947916666,,,,,,,,2.16202895833333,,,,,,,,2.88222947916666,,,,,,,,,,,,,,,,0.64,,,,,,,,,,101.798784522512,2.03597569045025,,,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,1182,1,FR,CSTB392,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,173.0,,1-5000,2.0,2.0,1-6,1.0,frame concrete,Other,New Standard,,,44.3,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,102212.89,11.8165190751445,1022.1289,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.2126,,,,,,,,,,,,,,,,,,9.2126,,,11.8165190751445,8.05301194208912,1.78427508784939,1.53798252362328,,0.601525454787878,0.19175489690681,1.36975606936416,,,,,,,,2.05571445086705,,,,,,,,1.88133063583815,,,,,,,,2.16033063583814,,,,,,,,3.65894219653179,,,,,,,,0.579832369942196,,,,,,,,84.627291137155,1.6925458227431,108.546989991967,2.17093979983935,0.978350186556705,0.0195670037311341,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,1183,1,FR,CSTB393,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,263.0,,1-5000,2.0,2.0,1-6,1.0,frame concrete,Other,,1,,,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,116924.68,8.89161064638783,1169.2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.89161064638783,6.05967343381048,1.34261869052263,1.15729020484317,,0.452631617132964,0.144290367746285,0.532633460076045,,,,,,,,1.34564638783269,,,,,,,,1.05827452471482,,,,,,,,1.7175041825095,,,,,,,,3.65749505703422,,,,,,,,0.579603041825094,,,,,,,,112.465563301092,2.24931126602185,,,0.855251431947472,0.0171050286389494,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,1184,1,FR,CSTB394,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,168.0,,1-5000,2.0,2.0,1-6,0.0,massive concrete,Gable or saddle roof,New Standard,2,,20.6,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,78932.98,9.39678333333333,789.329799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5398,,,,,,,,,,,,,,,,,,1.5398,,,9.39678333333333,6.40395093676366,1.4188989414702,1.22304110483268,,0.478347670086367,0.152488157288988,0.528890476190476,,,,,,,,1.61512738095238,,,,,,,,0.847879761904761,,,,,,,,2.16619404761904,,,,,,,,3.65825714285714,,,,,,,,0.579723809523809,,,,,,,,106.419395289522,2.12838790579045,649.434991557345,12.9886998311469,1.26689756297051,0.0253379512594102,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,1185,1,FR,CSTB395,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,94.0,,1-5000,2.0,,,0.0,massive brick,Flat roof,New Standard,3,,20.3,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,115717.12,24.6206638297872,1157.1712,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4347,,,,,,,,,,,,,,,,,,1.4347,,,24.6206638297872,16.7790953141599,3.71768004083442,3.20450975870435,,1.25332645876604,0.399536684571413,2.08165319148936,,,,,,,,7.24286382978723,,,,,,,,5.81392978723404,,,,,,,,3.40760638297872,,,,,,,,4.98758723404255,,,,,,,,0.997253191489361,,,,,,,,40.6162891022521,0.812325782045042,697.009827838572,13.9401965567714,0.864176363877704,0.017283527277554,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,1186,1,FR,CSTB396,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,289.0,,1-5000,3.0,2.0,1-6,1.0,massive concrete,Gable or saddle roof,New Standard,2,,33.8,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,123840.05,8.57024567474048,825.600333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0445,,,,,,,,,,,,,,,,,,7.0445,,,8.57024567474048,5.84066173180351,1.29409310448741,1.11546285222306,,0.43627238227761,0.139075354203311,0.494687889273356,,,,,,,,1.28230103806228,,,,,,,,0.971982006920415,,,,,,,,1.58541038062283,,,,,,,,3.6560740484429,,,,,,,,0.57937785467128,,,,,,,,116.682769427176,2.33365538854352,141.954716445453,2.83909432890907,1.21123982104335,0.024224796420867,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,1187,1,FR,CSTB397,CSTB,CSTB,Residential,Single family house,New Built,France,,,2015-2019,,France,95.0,,1-5000,2.0,2.0,1-6,0.0,massive concrete,Gable or saddle roof,New Standard,2,,42.7,,,,,,Concrete w/o reinforcement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,62290.68,13.113827368421,622.9068,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.7103,,,,,,,,,,,,,,,,,,8.7103,,,13.113827368421,8.93713349361292,1.98016652205548,1.70683406696888,,0.667565542917953,0.212807223438137,0.702471578947368,,,,,,,,3.40646736842105,,,,,,,,1.91582526315789,,,,,,,,2.83709263157894,,,,,,,,3.66924631578947,,,,,,,,0.581465263157894,,,,,,,,76.2553884465541,1.52510776893108,114.806608268371,2.29613216536743,1.60537659887482,0.0321075319774964,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,1188,1,FR,CSTB398,CSTB,CSTB,Residential,Multi-family house,New Built,France,,,2015-2019,,France,808.1,,1-5000,18.0,3.0,1-6,0.0,massive brick,Gable or saddle roof,New Standard,3,,43.9,,,,,,"Ceramics (e.g., fired clay bricks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Other,INIES,,GLEISA,ABCD,PCMRODW,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,separately considered,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2478,,,,,,,,,,,,,,,,,,10.2478,,,,,,,,,,0.652817968073258,,,,,,,,4.3334131914367,,,,,,,,2.59343299096646,,,,,,,,2.55436307387699,,,,,,,,3.46925603266922,,,,,,,,0.64,,,,,,,,,,97.5819200218583,1.95163840043716,,,,,0.681504586154162,0.150998367328203,0.130155294790524,,0.0509054697887433,0.0162276974875078,0.850488097739438,0.0594299458180456,0.0386097098486266,-0.0016495893914373,0.0519822697813145,0.200231947252071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
